WKT,PLANID,LAAG
"LINESTRING (94616.167182 435898.589272,94618.403504 435897.473826)","687",ALG_CODERINGEN
"LINESTRING (91464.469237 434107.209659,91466.616325 434106.454897,91464.460427 434100.321964)","574",ALG_CODERINGEN
"LINESTRING (90562.238187 436828.669701,90556.880025 436828.434127,90556.728398 436830.940063)","582",ALG_CODERINGEN
"LINESTRING (93895.41135 433797.189811,93895.499796 433794.562426)","598",ALG_CODERINGEN
"LINESTRING (94525.420037 436485.300021,94520.850602 436483.252312)","687",ALG_CODERINGEN
"LINESTRING (91662.494324 434687.992927,91668.735087 434695.112243,91678.571776 434686.489443)","574",ALG_CODERINGEN
"LINESTRING (91357.482363 432470.339704,91356.080058 432472.398153)","577",ALG_MAATVOERING
"LINESTRING (90332.236789 436684.378678,90323.190707 436682.779627)","582",ALG_CODERINGEN
"LINESTRING (91902.587998 443841.282,91903.995 443840.235,91902.75089 443841.448887)","368",ALG_MAATVOERING
"LINESTRING (94709.069468 435652.496899,94710.109618 435650.816173,94712.402774 435650.970742)","687",ALG_CODERINGEN
"LINESTRING (87841.845333 440732.548234,87843.78559 440730.529471,87842.166993 440728.973818,87849.300263 440728.832367,87849.441713 440735.965637,87847.823116 440734.409984,87845.88286 440736.428747,87841.845333 440732.548234)","646",ALG_CODERINGEN
"LINESTRING (91405.977438 432477.905286,91406.85642 432480.245669)","624",ALG_MAATVOERING
"LINESTRING (91357.494823 432470.336979,91357.482363 432470.339704)","577",ALG_MAATVOERING
"LINESTRING (91061.891299 437205.389476,91055.496184 437197.382541)","582",ALG_CODERINGEN
"LINESTRING (91103.457212 433061.485301,91106.866104 433060.998316)","577",ALG_CODERINGEN
"LINESTRING (94975.883273 433408.818998,94977.213024 433401.075158)","598",ALG_CODERINGEN
"LINESTRING (93986.444563 433524.938109,93980.884756 433522.128639)","598",ALG_CODERINGEN
"LINESTRING (91697.302775 433929.82005,91695.279243 433923.764012)","574",ALG_CODERINGEN
"LINESTRING (91313.756692 433737.601444,91309.717582 433737.73453)","574",ALG_CODERINGEN
"LINESTRING (91363.406553 434379.101293,91363.906572 434378.365119)","574",ALG_CODERINGEN
"LINESTRING (94658.675191 435797.581228,94657.608918 435795.633518,94658.478214 435794.200674)","687",ALG_CODERINGEN
"LINESTRING (90523.553604 436546.281471,90518.237771 436554.549843,90514.504514 436552.023396)","582",ALG_CODERINGEN
"LINESTRING (91649.679496 434194.473193,91648.374966 434194.729832)","574",ALG_CODERINGEN
"LINESTRING (93264.077887 435124.260552,93265.313833 435119.431686)","569",ALG_CODERINGEN
"LINESTRING (91715.076102 443690.249829,91714.377 443691.858,91715.675 443690.611,91715.476014 443690.490976)","368",ALG_MAATVOERING
"LINESTRING (93982.888908 433112.309867,93987.457426 433106.817618)","598",ALG_CODERINGEN
"LINESTRING (91117.847 441452.265,91118.518 441458.543)","527",ALG_CODERINGEN
"LINESTRING (94323.823504 433089.853009,94328.958058 433093.895269)","598",ALG_CODERINGEN
"LINESTRING (90963.570179 436615.136367,90963.917543 436613.390051,90964.906751 436611.909596,90966.387206 436610.920388,90968.133522 436610.573024,90969.879837 436610.920388,90971.360292 436611.909596,90972.3495 436613.390051,90972.696864 436615.136367,90972.3495 436616.882682,90971.360292 436618.363137,90969.879837 436619.352345,90968.133522 436619.699709,90966.387206 436619.352345,90964.906751 436618.363137,90963.917543 436616.882682,90963.570179 436615.136367)","582",ALG_CODERINGEN
"LINESTRING (94523.714361 435948.417163,94524.92343 435946.614022,94526.702991 435947.034709)","687",ALG_CODERINGEN
"LINESTRING (90441.097861 436693.798295,90429.044971 436683.275743,90447.930552 436661.643556)","582",ALG_CODERINGEN
"LINESTRING (92818.631499 435122.093744,92823.360734 435123.597926)","569",ALG_CODERINGEN
"LINESTRING (94181.695313 436376.750228,94185.273913 436372.602897)","440",ALG_MAATVOERING
"LINESTRING (90898.636288 436734.501095,90898.636288 436722.122947,90886.017942 436722.122947)","582",ALG_CODERINGEN
"LINESTRING (86993.307795 432009.681016,87001.675044 432009.932358)","634",ALG_CODERINGEN
"LINESTRING (94674.30265 433018.701189,94684.48831 433024.438093)","598",ALG_CODERINGEN
"LINESTRING (91061.968875 441405.561319,91065.747 441419.707)","527",ALG_CODERINGEN
"LINESTRING (91827.99497 434156.616116,91826.799258 434150.818232)","574",ALG_CODERINGEN
"LINESTRING (91682.828295 442838.600686,91698.98968 442838.600686,91698.980991 442830.057962)","709",ALG_CODERINGEN
"LINESTRING (91754.998664 433592.832492,91758.691086 433590.063176,91754.440399 433584.395593)","574",ALG_CODERINGEN
"LINESTRING (91771.188427 434091.519672,91773.708095 434086.613443)","574",ALG_CODERINGEN
"LINESTRING (94783.617346 436171.07973,94784.866177 436168.737919)","687",ALG_CODERINGEN
"LINESTRING (93896.531849 433655.592702,93891.065208 433652.50487)","598",ALG_CODERINGEN
"LINESTRING (95167.055 434610.545,95171.073929 434655.355721)","632",ALG_MAATVOERING
"LINESTRING (94567.531095 435975.548933,94569.784119 435974.761546)","687",ALG_CODERINGEN
"LINESTRING (94705.900051 436359.999198,94707.963668 436360.351758)","687",ALG_CODERINGEN
"LINESTRING (91568.882493 434187.134403,91573.931219 434211.615168)","574",ALG_CODERINGEN
"LINESTRING (92248.345827 443619.932397,92249.919342 443621.747092)","709",ALG_CODERINGEN
"LINESTRING (91791.359998 434147.25102,91789.503373 434138.178595)","574",ALG_CODERINGEN
"LINESTRING (91480.23113 434147.807255,91477.280675 434148.844422)","574",ALG_CODERINGEN
"LINESTRING (68808.82913 445467.871456,68809.19756 445466.496456,68810.20413 445465.489886,68811.57913 445465.121456,68812.95413 445465.489886,68813.960699 445466.496456,68814.32913 445467.871456,68813.960699 445469.246456,68812.95413 445470.253025,68811.57913 445470.621456,68810.20413 445470.253025,68809.19756 445469.246456,68808.82913 445467.871456)","595",ALG_CODERINGEN
"LINESTRING (91220.516756 436939.85671,91222.035804 436950.901008,91213.533543 436952.090563)","582",ALG_CODERINGEN
"LINESTRING (91235.847244 437450.937717,91229.253749 437478.090928)","582",ALG_CODERINGEN
"LINESTRING (90562.959197 436328.828148,90555.648353 436348.636378,90545.041027 436344.721413)","582",ALG_CODERINGEN
"LINESTRING (90198.603134 437366.448248,90202.957833 437340.37645,90214.100743 437342.005937)","582",ALG_CODERINGEN
"LINESTRING (97498.457655 436021.278848,97498.429 436003.563)","542",ALG_CODERINGEN
"LINESTRING (90486.35998 437419.251802,90474.415424 437417.646692,90471.525984 437439.148702)","582",ALG_CODERINGEN
"LINESTRING (91587.899994 443507.171078,91589.311292 443508.73096)","709",ALG_CODERINGEN
"LINESTRING (91201.648059 437365.337213,91191.915239 437373.190175)","582",ALG_CODERINGEN
"LINESTRING (90510.657194 437070.064208,90513.584092 437089.670041,90506.064653 437090.792596)","582",ALG_CODERINGEN
"LINESTRING (86253.641944 440843.180514,86257.771553 440844.483871,86273.353731 440849.401711,86277.482757 440850.704847)","588",ALG_MAATVOERING
"LINESTRING (91441.601626 434099.71059,91440.858105 434100.001821)","574",ALG_CODERINGEN
"LINESTRING (94892.219689 434065.083952,94892.609786 434062.875671,94894.69099 434062.434144)","632",ALG_CODERINGEN
"LINESTRING (94469.728993 435791.622156,94467.989296 435794.037779,94465.990648 435793.595278)","687",ALG_CODERINGEN
"LINESTRING (86949.995954 440714.009308,86952.79197 440713.85999,86952.672251 440711.61821,86957.979084 440716.386969,86953.210325 440721.693802,86953.090606 440719.452022,86950.29459 440719.60134,86949.995954 440714.009308)","646",ALG_CODERINGEN
"LINESTRING (99400.976454 443290.34692,99400.961 443290.376,99400.986115 443290.355368)","442",ALG_MAATVOERING
"LINESTRING (94861.037631 434530.725391,94865.115408 434531.336314)","632",ALG_CODERINGEN
"LINESTRING (90382.716246 437243.388601,90379.16269 437218.71851)","582",ALG_CODERINGEN
"LINESTRING (91457.290319 434089.495205,91450.550784 434092.226453)","574",ALG_CODERINGEN
"LINESTRING (94746.25472 434259.462118,94746.950298 434253.529211)","632",ALG_CODERINGEN
"LINESTRING (90100.390401 437286.709023,90096.228299 437259.056193)","582",ALG_CODERINGEN
"LINESTRING (86099.953159 441145.280265,86104.95176 441132.818069)","588",ALG_CODERINGEN
"LINESTRING (92020.227189 434020.229893,92018.187585 434017.644348)","574",ALG_CODERINGEN
"LINESTRING (90195.04846 437274.857806,90191.302568 437244.851544)","582",ALG_CODERINGEN
"LINESTRING (91419.712988 433686.557965,91424.000813 433684.892693)","574",ALG_CODERINGEN
"LINESTRING (94866.081613 434227.972647,94862.607286 434228.554169,94862.354345 434229.989597)","632",ALG_CODERINGEN
"LINESTRING (90573.055396 436418.27544,90575.9577 436410.339693)","582",ALG_CODERINGEN
"LINESTRING (94728.30028 435538.030531,94729.304779 435536.273299)","687",ALG_CODERINGEN
"LINESTRING (88489.211983 440405.649023,88487.251117 440404.284068)","646",ALG_CODERINGEN
"LINESTRING (94784.699939 436302.772063,94786.839083 436302.641611,94787.900461 436300.722483)","687",ALG_CODERINGEN
"LINESTRING (90330.133957 436696.857866,90320.987918 436695.241146)","582",ALG_CODERINGEN
"LINESTRING (94691.178648 436419.193768,94687.810956 436419.74514,94688.134499 436416.43905)","687",ALG_CODERINGEN
"LINESTRING (89825.922789 431251.804692,89829.869083 431254.875513,89828.710089 431255.346356,89827.552181 431255.816849,89826.394109 431256.287072,89825.235573 431256.757393,89825.922789 431251.804692,89828.710089 431255.346356,89827.552181 431255.816849,89826.394109 431256.287072,89825.922789 431251.804692,89827.552181 431255.816849)","634",ALG_MAATVOERING
"LINESTRING (88087.134024 441074.677821,88084.994942 441073.483303)","646",ALG_CODERINGEN
"LINESTRING (94768.404258 435398.060462,94769.171656 435396.669619,94770.992632 435396.751839)","687",ALG_CODERINGEN
"LINESTRING (91943.350269 433461.131288,91945.823431 433460.813753)","574",ALG_CODERINGEN
"LINESTRING (93914.068209 433623.594439,93922.205619 433629.478889)","598",ALG_CODERINGEN
"LINESTRING (90315.124206 431068.309858,90413.098204 431072.598908)","494",ALG_MAATVOERING
"LINESTRING (94759.914258 435413.350462,94760.681656 435411.959619,94762.502632 435412.041839)","687",ALG_CODERINGEN
"LINESTRING (94456.027658 433398.796887,94464.742938 433411.706566)","598",ALG_CODERINGEN
"LINESTRING (95150.475753 433575.675671,95154.80795 433576.686398,95157.237124 433583.1595)","598",ALG_CODERINGEN
"LINESTRING (90585.883335 437115.773756,90593.838405 437110.329549)","582",ALG_CODERINGEN
"LINESTRING (91275.727725 436334.376352,91287.986006 436339.069468)","582",ALG_CODERINGEN
"LINESTRING (92264.609798 443655.979123,92245.17733 443655.979123)","709",ALG_CODERINGEN
"LINESTRING (90345.058907 437289.600156,90350.049654 437323.636227)","582",ALG_CODERINGEN
"LINESTRING (91382.781916 436632.516169,91380.166753 436645.476105,91401.225707 436649.725556)","582",ALG_CODERINGEN
"LINESTRING (91731.944227 443664.246645,91731.748085 443664.120854)","368",ALG_MAATVOERING
"LINESTRING (91313.053728 433724.853525,91317.964343 433737.462806)","574",ALG_CODERINGEN
"LINESTRING (91964.305826 433600.634476,91981.313537 433598.450824)","574",ALG_CODERINGEN
"LINESTRING (86979.535426 441428.609512,86981.372575 441424.807059)","588",ALG_CODERINGEN
"LINESTRING (87650.58582 441372.860479,87649.150245 441375.329591)","646",ALG_CODERINGEN
"LINESTRING (91308.13941 433712.460498,91311.515023 433721.071412,91309.659587 433722.474952)","574",ALG_CODERINGEN
"LINESTRING (87993.711064 440494.91542,87996.185365 440492.866595)","646",ALG_CODERINGEN
"LINESTRING (91240.552701 433531.631763,91245.373535 433529.621889)","574",ALG_CODERINGEN
"LINESTRING (94623.206528 436444.754106,94624.986671 436442.852822)","687",ALG_CODERINGEN
"LINESTRING (91242.111774 433524.86386,91239.765833 433525.841914)","574",ALG_CODERINGEN
"LINESTRING (94634.781037 433571.544574,94628.947874 433580.34342)","598",ALG_CODERINGEN
"LINESTRING (91745.27732 433812.205947,91743.35069 433813.65092)","574",ALG_CODERINGEN
"LINESTRING (94885.613372 435309.17613,94888.327409 435306.297431)","687",ALG_CODERINGEN
"LINESTRING (90613.046548 436791.264148,90614.194042 436781.136559,90624.32163 436782.284053,90621.812968 436784.28209,90624.304979 436787.410968,90618.047222 436792.39499,90615.55521 436789.266111,90613.046548 436791.264148)","575",ALG_CODERINGEN
"LINESTRING (91922.564401 434196.943561,91913.228661 434186.961969)","574",ALG_CODERINGEN
"LINESTRING (92824.711891 435010.246522,92825.473633 435007.274016)","569",ALG_CODERINGEN
"LINESTRING (90483.149396 437268.043455,90491.830811 437246.781203)","582",ALG_CODERINGEN
"LINESTRING (92287.816217 435027.422657,92288.212341 435025.687123,92289.322258 435024.295332,92290.926133 435023.522946,92292.7063 435023.522946,92294.310176 435024.295332,92295.420092 435025.687123,92295.816217 435027.422657,92295.420092 435029.158192,92294.310176 435030.549983,92292.7063 435031.322369,92290.926133 435031.322369,92289.322258 435030.549983,92288.212341 435029.158192,92287.816217 435027.422657)","586",ALG_CODERINGEN
"LINESTRING (74482.403 439341.830999,74430.736241 439373.076688)","441",ALG_CODERINGEN
"LINESTRING (85989.593195 431588.584966,85996.140287 431588.584966)","634",ALG_CODERINGEN
"LINESTRING (90544.271438 436491.066627,90550.734907 436472.679131,90543.343447 436469.988091)","582",ALG_CODERINGEN
"LINESTRING (93962.252047 433568.551693,93957.295883 433565.469987)","598",ALG_CODERINGEN
"LINESTRING (91244.322405 433569.352004,91246.513468 433568.438263)","574",ALG_CODERINGEN
"LINESTRING (93962.252047 433568.551693,93969.661594 433576.221447)","598",ALG_CODERINGEN
"LINESTRING (91981.475584 433838.193204,91984.10491 433847.519452)","574",ALG_CODERINGEN
"LINESTRING (94500.016699 435948.416522,94498.622301 435947.427768)","687",ALG_CODERINGEN
"LINESTRING (94872.632369 433465.877127,94880.412278 433467.692225)","598",ALG_CODERINGEN
"LINESTRING (91257.311798 436745.191248,91256.831788 436735.935339)","582",ALG_CODERINGEN
"LINESTRING (94527.691842 435723.853045,94529.362855 435721.144057)","687",ALG_CODERINGEN
"LINESTRING (90658.952425 437461.696774,90660.694142 437444.999086,90657.343999 437434.133911)","582",ALG_CODERINGEN
"LINESTRING (94668.06998 435782.507216,94667.003707 435780.559507,94667.873003 435779.126663)","687",ALG_CODERINGEN
"LINESTRING (94123.261724 433843.141239,94123.316979 433841.605224)","568",ALG_CODERINGEN
"LINESTRING (91359.708624 433848.466766,91361.065145 433847.92033,91366.605782 433861.674885)","574",ALG_CODERINGEN
"LINESTRING (94719.679194 436276.477342,94720.66719 436274.65964)","687",ALG_CODERINGEN
"LINESTRING (95372.169792 433937.379012,95381.920335 433939.65387)","598",ALG_CODERINGEN
"LINESTRING (94681.305201 435760.958782,94679.084986 435760.924805,94678.223493 435762.362354)","687",ALG_CODERINGEN
"LINESTRING (87112.37364 441712.274112,87114.736596 441713.776257,87113.532213 441715.67082,87120.496261 441714.119829,87118.945269 441707.15578,87117.740885 441709.050344,87115.377929 441707.548199,87112.37364 441712.274112)","646",ALG_CODERINGEN
"LINESTRING (90364.48291 437104.162031,90367.427441 437120.10827,90354.254544 437121.965025)","582",ALG_CODERINGEN
"LINESTRING (94861.154697 434256.78243,94859.016088 434257.141917,94858.763147 434258.577345)","632",ALG_CODERINGEN
"LINESTRING (90695.170106 436225.522896,90695.51747 436223.776581,90696.506678 436222.296126,90697.987133 436221.306917,90699.733449 436220.959554,90701.479764 436221.306917,90702.960219 436222.296126,90703.949427 436223.776581,90704.296791 436225.522896,90703.949427 436227.269212,90702.960219 436228.749667,90701.479764 436229.738875,90699.733449 436230.086239,90697.987133 436229.738875,90696.506678 436228.749667,90695.51747 436227.269212,90695.170106 436225.522896)","582",ALG_CODERINGEN
"LINESTRING (87026.652394 442205.657042,87028.328748 442203.105869)","646",ALG_CODERINGEN
"LINESTRING (90492.671409 436408.533333,90503.809516 436379.186432)","582",ALG_CODERINGEN
"LINESTRING (91706.269746 433540.152833,91709.288746 433537.888582)","574",ALG_CODERINGEN
"LINESTRING (93222.469 435513.825,93224.66861 435512.9138,93227.037929 435512.679493,93229.373409 435513.142207,93231.47441 435514.262191,93233.160438 435515.943227,93234.286645 435518.040899,93234.756281 435520.374997,93234.529 435522.745)","488",ALG_CODERINGEN
"LINESTRING (90749.682377 437363.754996,90758.181899 437335.67957)","582",ALG_CODERINGEN
"LINESTRING (91846.46827 434294.50017,91839.343553 434301.364238)","574",ALG_CODERINGEN
"LINESTRING (94116.430413 432860.658533,94123.220083 432864.655058)","598",ALG_CODERINGEN
"LINESTRING (90630.320216 436467.746693,90638.108219 436470.468292,90644.474661 436451.832938)","582",ALG_CODERINGEN
"LINESTRING (90254.507684 437327.62858,90257.766126 437306.614859,90251.595076 437305.537151)","582",ALG_CODERINGEN
"LINESTRING (86762.617106 442033.652897,86766.08589 442035.568926)","646",ALG_CODERINGEN
"LINESTRING (91059.898287 436978.699811,91061.153541 436974.891192,91056.817209 436973.120988)","582",ALG_CODERINGEN
"LINESTRING (94642.691251 434139.396381,94643.546115 434138.371192,94641.680957 434136.880008)","632",ALG_CODERINGEN
"LINESTRING (91756.591347 434166.529179,91755.731201 434162.725418)","574",ALG_CODERINGEN
"LINESTRING (94323.823504 433089.853009,94321.630618 433084.371688,94327.20266 433085.674257)","598",ALG_CODERINGEN
"LINESTRING (86835.484994 441821.829788,86836.654219 441819.126232)","646",ALG_CODERINGEN
"LINESTRING (88402.297888 439659.949839,88404.660845 439661.451984,88403.456461 439663.346547,88410.420509 439661.795556,88408.869517 439654.831507,88407.665133 439656.72607,88405.302177 439655.223926,88402.297888 439659.949839)","646",ALG_CODERINGEN
"LINESTRING (91118.756417 433138.105739,91115.16248 433138.862919)","577",ALG_CODERINGEN
"LINESTRING (91308.003498 433777.644263,91311.784894 433787.196553,91320.161233 433783.897945)","574",ALG_CODERINGEN
"LINESTRING (91393.299558 436461.556099,91378.383073 436456.995873,91376.487901 436464.18079)","582",ALG_CODERINGEN
"LINESTRING (92300.643448 443652.19059,92298.10767 443649.14804,92283.980068 443649.14804)","709",ALG_CODERINGEN
"LINESTRING (90358.900839 437137.872932,90351.693599 437148.394538,90372.070418 437163.706412)","582",ALG_CODERINGEN
"LINESTRING (90869.849806 436096.756032,90863.947094 436116.144778,90847.817795 436111.069881)","582",ALG_CODERINGEN
"LINESTRING (94858.257444 436212.103106,94856.142521 436209.500252)","687",ALG_CODERINGEN
"LINESTRING (94772.306614 435649.990306,94771.688965 435651.054658,94768.615954 435650.417323)","687",ALG_CODERINGEN
"LINESTRING (91384.977362 433920.847997,91388.333451 433919.49609)","574",ALG_CODERINGEN
"LINESTRING (90753.632627 436048.45442,90747.369602 436017.982154)","582",ALG_CODERINGEN
"LINESTRING (89872.87929 431262.413841,89836.271629 431277.283144,89801.344133 431291.469996)","634",ALG_MAATVOERING
"LINESTRING (91670.966705 434178.496238,91670.286451 434175.488005)","574",ALG_CODERINGEN
"LINESTRING (90766.971256 436998.616551,90749.081856 436976.666305)","582",ALG_CODERINGEN
"LINESTRING (91648.098109 434697.548009,91649.618951 434699.28295)","574",ALG_CODERINGEN
"LINESTRING (91732.821141 434369.762198,91741.954512 434360.481118)","574",ALG_CODERINGEN
"LINESTRING (91655.937487 433900.178453,91650.48362 433902.376598)","574",ALG_CODERINGEN
"LINESTRING (99388.611 443279.581,99388.624534 443279.545254)","442",ALG_MAATVOERING
"LINESTRING (90477.952185 436830.053116,90485.404349 436836.681422,90480.79108 436841.868092)","582",ALG_CODERINGEN
"LINESTRING (94780.775067 435637.384074,94781.637734 435635.877753,94780.449326 435634.401103)","687",ALG_CODERINGEN
"LINESTRING (91722.502266 434062.794106,91721.195433 434058.495022)","574",ALG_CODERINGEN
"LINESTRING (94822.617976 434702.333727,94825.208287 434700.039733)","632",ALG_CODERINGEN
"LINESTRING (91533.501459 433967.032837,91537.978476 433965.193442)","574",ALG_CODERINGEN
"LINESTRING (91123.311021 437133.323495,91111.30893 437128.872885)","582",ALG_CODERINGEN
"LINESTRING (91399.79076 436863.26189,91375.10729 436864.913563)","582",ALG_CODERINGEN
"LINESTRING (91412.376179 433981.332448,91415.389599 433980.233382)","574",ALG_CODERINGEN
"LINESTRING (91642.130436 434218.938594,91646.202874 434222.374082)","574",ALG_CODERINGEN
"LINESTRING (91169.963418 436975.387375,91170.180663 436989.031748,91185.708038 436988.784522)","582",ALG_CODERINGEN
"LINESTRING (91895.480461 434123.289633,91893.541446 434121.105687)","574",ALG_CODERINGEN
"LINESTRING (89836.271629 431277.283144,89832.325335 431274.212322,89833.483839 431273.742227,89834.642031 431273.27163,89835.799954 431272.801366,89836.958845 431272.330442,89836.271629 431277.283144,89833.483839 431273.742227,89834.642031 431273.27163,89835.799954 431272.801366,89836.271629 431277.283144,89834.642031 431273.27163)","634",ALG_MAATVOERING
"LINESTRING (86754.814092 442034.193055,86756.341889 442031.430157)","646",ALG_CODERINGEN
"LINESTRING (68971.750046 445262.213327,68975.643689 445261.249365)","595",ALG_CODERINGEN
"LINESTRING (91223.538714 437041.930002,91232.768055 437040.841047,91243.712585 437039.54972)","582",ALG_CODERINGEN
"LINESTRING (86701.35769 440856.796732,86703.307931 440853.051025)","588",ALG_CODERINGEN
"LINESTRING (90395.961895 436487.724946,90409.779252 436467.332019)","582",ALG_CODERINGEN
"LINESTRING (90998.043608 436754.899439,90980.336728 436754.682758,90980.40144 436742.244392)","582",ALG_CODERINGEN
"LINESTRING (91125.896198 436674.587145,91106.79559 436675.835823,91106.461183 436666.984133)","582",ALG_CODERINGEN
"LINESTRING (68839.048052 445226.983375,68839.416483 445225.608375,68840.423052 445224.601805,68841.798052 445224.233375,68843.173052 445224.601805,68844.179622 445225.608375,68844.548052 445226.983375,68844.179622 445228.358375,68843.173052 445229.364944,68841.798052 445229.733375,68840.423052 445229.364944,68839.416483 445228.358375,68839.048052 445226.983375)","595",ALG_CODERINGEN
"LINESTRING (94000.754637 433537.396152,94006.140705 433542.108963)","598",ALG_CODERINGEN
"LINESTRING (87682.722869 440816.708464,87680.328623 440815.065591)","646",ALG_CODERINGEN
"LINESTRING (94464.432297 434329.177914,94466.039124 434329.842569)","568",ALG_CODERINGEN
"LINESTRING (68973.89123 445522.611891,68974.25966 445521.236891,68975.26623 445520.230321,68976.64123 445519.861891,68978.01623 445520.230321,68979.022799 445521.236891,68979.39123 445522.611891,68979.022799 445523.986891,68978.01623 445524.99346,68976.64123 445525.361891,68975.26623 445524.99346,68974.25966 445523.986891,68973.89123 445522.611891)","595",ALG_CODERINGEN
"LINESTRING (86974.258468 441426.054791,86976.095616 441422.252338)","588",ALG_CODERINGEN
"LINESTRING (90546.807862 436299.036557,90548.774364 436293.708457,90553.79617 436280.10222,90565.536316 436284.435287)","582",ALG_CODERINGEN
"LINESTRING (96184.186 431463.587,96310.51 431520.212)","519",ALG_CODERINGEN
"LINESTRING (91559.329143 434288.794142,91558.033166 434288.976669)","574",ALG_CODERINGEN
"LINESTRING (94968.637628 434002.275966,94968.388982 434003.750314,94971.484529 434005.16227)","632",ALG_CODERINGEN
"LINESTRING (90890.796169 435995.145491,90894.144436 435977.745941)","582",ALG_CODERINGEN
"LINESTRING (91783.317664 433544.202545,91785.719824 433543.509995,91783.314568 433553.216423)","574",ALG_MAATVOERING
"LINESTRING (90526.286949 436744.761704,90544.310575 436760.770622,90552.460704 436751.594807)","582",ALG_CODERINGEN
"LINESTRING (87999.20344 441004.663721,87997.635335 441001.839983)","646",ALG_CODERINGEN
"LINESTRING (91687.961017 434146.521291,91690.925124 434145.879754)","574",ALG_CODERINGEN
"LINESTRING (94945.73678 434086.814599,94945.488134 434088.288948,94948.583681 434089.700904)","632",ALG_CODERINGEN
"LINESTRING (90413.852677 437207.56181,90417.705927 437177.978034)","582",ALG_CODERINGEN
"LINESTRING (93331.002 435594.108,93333.20141 435593.197669,93335.570269 435592.963982,93337.90516 435593.427006,93340.00558 435594.54698,93341.691162 435596.22773,93342.817162 435598.324927,93343.286886 435600.658479,93343.06 435603.028)","488",ALG_CODERINGEN
"LINESTRING (91265.725248 433614.341454,91268.03681 433613.377731,91264.715079 433605.09883)","574",ALG_CODERINGEN
"LINESTRING (94907.934539 434262.038596,94910.958922 434261.999337,94911.135673 434260.880464)","632",ALG_CODERINGEN
"LINESTRING (91748.190222 433583.706412,91749.720338 433582.558825,91741.730329 433571.905481)","574",ALG_CODERINGEN
"LINESTRING (90463.209582 436452.246002,90451.167922 436481.300705)","582",ALG_CODERINGEN
"LINESTRING (87302.265135 442545.350914,87304.323722 442543.452963,87302.801989 442541.802436,87309.930788 442542.091866,87309.641357 442549.220665,87308.119625 442547.570138,87306.061038 442549.468089,87302.265135 442545.350914)","646",ALG_CODERINGEN
"LINESTRING (99335.438 443233.101,99335.464945 443233.06496)","442",ALG_MAATVOERING
"LINESTRING (93029.833555 435098.237792,93030.699353 435094.814571)","569",ALG_CODERINGEN
"LINESTRING (93914.068209 433623.594439,93910.067013 433618.965362)","598",ALG_CODERINGEN
"LINESTRING (94972.704538 433400.312978,94977.213024 433401.075158)","598",ALG_CODERINGEN
"LINESTRING (87096.479381 441429.714704,87097.902007 441427.467334)","646",ALG_CODERINGEN
"LINESTRING (91721.195433 434058.495022,91716.254338 434042.240322)","574",ALG_CODERINGEN
"LINESTRING (97571.678358 442782.350742,97561.288648 442782.350742)","655",ALG_CODERINGEN
"LINESTRING (91723.186645 433550.097416,91726.988854 433547.245759,91730.04935 433551.326417)","574",ALG_CODERINGEN
"LINESTRING (90748.022135 437272.958063,90727.787561 437265.89319,90731.593146 437255.688373)","582",ALG_CODERINGEN
"LINESTRING (91699.099941 434179.938057,91697.629953 434173.437439)","574",ALG_CODERINGEN
"LINESTRING (87732.927644 440727.088093,87730.281411 440724.319241)","646",ALG_CODERINGEN
"LINESTRING (90965.403652 436300.074271,90967.676846 436289.080735,90961.236124 436287.753923)","582",ALG_CODERINGEN
"LINESTRING (90214.713117 437268.171761,90211.311197 437242.950625)","582",ALG_CODERINGEN
"LINESTRING (92814.531892 435007.637774,92815.293634 435004.665268)","569",ALG_CODERINGEN
"LINESTRING (91701.789401 433270.440645,91780.915366 433544.895134)","574",ALG_MAATVOERING
"LINESTRING (91690.513461 434152.751932,91693.701938 434152.074395)","574",ALG_CODERINGEN
"LINESTRING (94722.452826 436327.333491,94723.72096 436325.165765)","687",ALG_CODERINGEN
"LINESTRING (91117.847 441452.265,91112.97 441454.582)","527",ALG_CODERINGEN
"LINESTRING (91335.835986 433783.161708,91334.293562 433785.769663)","574",ALG_CODERINGEN
"LINESTRING (87768.57177 440985.572579,87768.972336 440988.343778,87771.194218 440988.022614,87766.922865 440993.737427,87761.208053 440989.466073,87763.429936 440989.144909,87763.02937 440986.37371,87768.57177 440985.572579)","646",ALG_CODERINGEN
"LINESTRING (88064.12403 440459.781786,88060.681763 440455.591829)","646",ALG_CODERINGEN
"LINESTRING (90249.319075 437071.27697,90245.619381 437066.468842)","582",ALG_CODERINGEN
"LINESTRING (95668.954 434360.885,95669.296604 434358.721881,95670.290881 434356.770503,95671.839503 434355.221881,95673.790881 434354.227604,95675.954 434353.885,95678.117118 434354.227604,95680.068496 434355.221881,95681.617118 434356.770503,95682.611395 434358.721881,95682.954 434360.885,95682.611395 434363.048118,95681.617118 434364.999496,95680.068496 434366.548118,95678.117118 434367.542395,95675.954 434367.885,95673.790881 434367.542395,95671.839503 434366.548118,95670.290881 434364.999496,95669.296604 434363.048118,95668.954 434360.885)","537",ALG_CODERINGEN
"LINESTRING (91486.611794 434160.967222,91485.050195 434161.516168)","574",ALG_CODERINGEN
"LINESTRING (94471.737796 433429.826671,94489.686358 433422.270886)","598",ALG_CODERINGEN
"LINESTRING (90587.824073 436622.669052,90585.915432 436620.971277)","582",ALG_CODERINGEN
