WKT,PLANID,LAAG,TEKST,SYMBOOL,ROTATIE,OID_,SYMBOOL_1,LEGENDA,LAAG_1
"POINT (91775.681294 434099.586309)","574",A_DAK,,Plat afgedekt,"5.1829","0",,,
"POINT (91865.006094 434099.789917)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91934.611196 434100.492208)","574",A_DAK,,Plat afgedekt,"3.9867","0",,,
"POINT (91741.285559 434100.5501)","574",A_DAK,,Plat afgedekt,"3.6241","0",,,
"POINT (91459.019984 434100.827655)","574",A_DAK,,Plat afgedekt,"1.1965","0",,,
"POINT (91606.104156 434102.585384)","574",A_DAK,,Plat afgedekt,"2.8356","0",,,
"POINT (91432.520168 434111.208677)","574",A_DAK,,Plat afgedekt,"5.9155","0",,,
"POINT (91518.581345 434114.637955)","574",A_DAK,,Plat afgedekt,"2.0674","0",,,
"POINT (91684.665665 434117.243009)","574",A_DAK,,Plat afgedekt,"4.3334","0",,,
"POINT (95470.434 434129.494)","537",A_BEDRIJF_TOEGEST,,Bedrijf,"0.0000","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (91829.621058 434135.927943)","574",A_DAK,,Plat afgedekt,"1.3609","0",,,
"POINT (91786.507158 434136.796403)","574",A_DAK,,Plat afgedekt,"1.3876","0",,,
"POINT (91794.553881 434139.052818)","574",A_DAK,,Plat afgedekt,"1.3584","0",,,
"POINT (91774.410806 434139.610026)","574",A_DAK,,Plat afgedekt,"1.3660","0",,,
"POINT (91849.773481 434142.779814)","574",A_DAK,,Plat afgedekt,"0.8850","0",,,
"POINT (91859.263348 434146.063251)","574",A_SHOWROOM_TOEGEST,,Showroom,"4.0331","0",,,
"POINT (91813.84169 434146.755611)","574",A_DAK,,Plat afgedekt,"2.3252","0",,,
"POINT (91885.52041 434152.884124)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94574.409208 434155.694127)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91577.249189 434159.954735)","574",A_DAK,,Plat afgedekt,"2.8095","0",,,
"POINT (91801.434341 434159.970352)","574",A_DAK,,Plat afgedekt,"2.3316","0",,,
"POINT (91768.042403 434160.488869)","574",A_DAK,,Plat afgedekt,"6.0456","0",,,
"POINT (91744.071834 434166.183179)","574",A_DAK,,Plat afgedekt,"6.0375","0",,,
"POINT (91646.954125 434167.144938)","574",A_DAK,,Plat afgedekt,"6.0510","0",,,
"POINT (91762.518209 434168.793773)","574",A_DAK,,Plat afgedekt,"1.3587","0",,,
"POINT (91553.196897 434168.959003)","574",A_DAK,,Plat afgedekt,"2.6600","0",,,
"POINT (91790.753449 434170.658597)","574",A_DAK,,Plat afgedekt,"2.3316","0",,,
"POINT (91679.184742 434171.517846)","574",A_DAK,,Plat afgedekt,"6.0711","0",,,
"POINT (91485.957974 434172.060085)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91717.021206 434172.471461)","574",A_DAK,,Plat afgedekt,"6.0277","0",,,
"POINT (91735.394591 434174.774051)","574",A_DAK,,Plat afgedekt,"1.3345","0",,,
"POINT (91657.462413 434176.816874)","574",A_DAK,,Plat afgedekt,"6.0711","0",,,
"POINT (91688.65153 434179.854723)","574",A_DAK,,Plat afgedekt,"6.0843","0",,,
"POINT (91483.284065 434180.908173)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91478.432895 434180.969631)","574",A_DAK,,Plat afgedekt,"1.2449","0",,,
"POINT (91706.54551 434181.796465)","574",A_DAK,,Plat afgedekt,"1.3484","0",,,
"POINT (91806.399697 434183.514033)","574",A_DAK,,Plat afgedekt,"2.3055","0",,,
"POINT (91664.584661 434185.41747)","574",A_DAK,,Plat afgedekt,"6.0843","0",,,
"POINT (91644.639564 434185.767052)","574",A_DAK,,Plat afgedekt,"1.3669","0",,,
"POINT (94725.545476 434186.15454)","632",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (91774.281431 434187.331445)","574",A_DAK,,Plat afgedekt,"2.3316","0",,,
"POINT (94587.116802 434198.817735)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94588.777665 434203.559955)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91755.49933 434205.412764)","574",A_GARAGE_TOEGEST,,Garagebedrijf,"4.5090","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91502.675634 434213.354718)","574",A_DAK,,Plat afgedekt,"1.1867","0",,,
"POINT (91746.78744 434215.99555)","574",A_DAK,,Plat afgedekt,"2.3316","0",,,
"POINT (94698.647509 434217.164936)","632",A_MAATSCH_VOORZ_TOEGEST,,Maatschappelijke voorziening,"0.0000","70",maatschappelijk voorziening,bedrijf/detailhandel/voorz,A_MAATSCH_VOORZ_TOEGEST
"POINT (94688.474241 434228.113083)","632",A_BEBOUWINGSGRENS,,Kantoor,"0.0000","0",,,
"POINT (91487.25327 434231.980963)","574",A_DAK,,Plat afgedekt,"1.1867","0",,,
"POINT (91639.622492 434233.289021)","574",A_DAK,,Plat afgedekt,"0.8007","0",,,
"POINT (91720.553329 434246.269254)","574",A_DAK,,Plat afgedekt,"2.3316","0",,,
"POINT (91747.813434 434246.600219)","574",A_DAK,,Plat afgedekt,"2.3019","0",,,
"POINT (91517.403762 434247.494627)","574",A_DAK,,Plat afgedekt,"1.1867","0",,,
"POINT (91659.044749 434254.600113)","574",A_DAK,,Plat afgedekt,"0.8007","0",,,
"POINT (94610.423359 434261.288356)","632",A_KIOSK_TOEGEST,,Kiosk,"0.0000","57",kiosk,bedrijf/detailhandel/voorz,A_KIOSK_TOEGEST
"POINT (91822.782082 434267.001744)","574",A_BELHUIS_TOEGEST,,Belhuis,"5.5234","0",,,
"POINT (91540.71181 434273.102941)","574",A_DAK,,Plat afgedekt,"1.1730","0",,,
"POINT (91452.050971 434276.312731)","574",A_DAK,,Plat afgedekt,"6.1029","0",,,
"POINT (91529.200122 434276.62519)","574",A_DAK,,Plat afgedekt,"1.1867","0",,,
"POINT (91426.425418 434280.969383)","574",A_DAK,,Plat afgedekt,"6.1123","0",,,
"POINT (91407.296019 434288.058547)","574",A_DAK,,Plat afgedekt,"5.2798","0",,,
"POINT (91800.70044 434292.028515)","574",A_DAK,,Plat afgedekt,"2.3547","0",,,
"POINT (91848.63729 434292.21503)","574",A_GARAGE_TOEGEST,,Garagebedrijf,"4.5090","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91731.205369 434292.481504)","574",A_DAK,,Plat afgedekt,"2.3547","0",,,
"POINT (91549.790001 434294.379417)","574",A_DAK,,Plat afgedekt,"1.1852","0",,,
"POINT (91900.651298 434298.748518)","574",A_DAK,,Plat afgedekt,"0.8003","0",,,
"POINT (91737.184752 434300.419632)","574",A_DAK,,Plat afgedekt,"2.3547","0",,,
"POINT (94624.978899 434305.70221)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94659.000592 434310.736717)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0919","0",,,
"POINT (91417.488674 434310.850035)","574",A_DAK,,Plat afgedekt,"0.5925","0",,,
"POINT (94665.924196 434311.897079)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0919","0",,,
"POINT (94673.539028 434313.610233)","632",A_BELHUIS_TOEGEST,,Belhuis,"0.1669","0",,,
"POINT (94621.116099 434315.601551)","632",A_BELHUIS_TOEGEST,,Belhuis,"4.4340","0",,,
"POINT (94855.858276 434318.820931)","632",A_BEBOUWINGSGRENS,,Winkel,"0.1526","0",,,
"POINT (94862.560331 434319.738853)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91546.393884 434320.50667)","574",A_DAK,,Plat afgedekt,"1.1867","0",,,
"POINT (94870.444576 434321.051451)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94877.440559 434321.910905)","632",A_BEDRIJF_TOEGEST,,Bedrijf,"4.5042","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94877.616201 434321.947419)","632",A_BEDRIJF_TOEGEST,,Bedrijf,"0.1591","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (91922.478763 434322.311767)","574",A_DAK,,Plat afgedekt,"0.8003","0",,,
"POINT (91511.23225 434328.4659)","574",A_DAK,,Plat afgedekt,"1.1867","0",,,
"POINT (94916.930922 434328.608523)","632",A_BEBOUWINGSGRENS,,Winkel,"0.1526","0",,,
"POINT (91761.757079 434330.700526)","574",A_DAK,,Plat afgedekt,"2.3547","0",,,
"POINT (91447.118597 434332.101614)","574",A_DAK,,Plat afgedekt,"0.5925","0",,,
"POINT (94564.497266 434332.559728)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (95737.201 434332.612)","537",A_STRAATNAAM_KOPIE,VAN ZANDVLIETPLEIN,,"0.4712","0",,,
"POINT (91939.287191 434341.614962)","574",A_DAK,,Plat afgedekt,"0.8003","0",,,
"POINT (91688.628948 434345.321792)","574",A_DAK,,Plat afgedekt,"2.2513","0",,,
"POINT (94590.016768 434346.839629)","632",A_BELHUIS_TOEGEST,,Belhuis,"1.4153","0",,,
"POINT (91472.424338 434348.909448)","574",A_DAK,,Plat afgedekt,"0.5925","0",,,
"POINT (94883.456708 434350.218742)","632",A_BEBOUWINGSGRENS,,Winkel,"3.3238","0",,,
"POINT (94591.347767 434353.858085)","632",A_BELHUIS_TOEGEST,,Belhuis,"1.4153","0",,,
"POINT (91639.432143 434355.826423)","574",A_DAK,,Plat afgedekt,"2.2513","0",,,
"POINT (91837.962708 434356.807296)","574",A_DAK,,Plat afgedekt,"0.8003","0",,,
"POINT (91562.401869 434359.496902)","574",A_DAK,,Plat afgedekt,"1.1867","0",,,
"POINT (91749.250381 434363.939996)","574",A_DAK,,Plat afgedekt,"2.3673","0",,,
"POINT (91946.226033 434366.355071)","574",A_DAK,,Plat afgedekt,"0.8297","0",,,
"POINT (94575.207271 434371.42219)","632",A_BELHUIS_TOEGEST,,Belhuis,"2.4887","0",,,
"POINT (91819.294724 434374.173971)","574",A_DAK,,Plat afgedekt,"0.8003","0",,,
"POINT (91630.561743 434379.636157)","574",A_DAK,,Plat afgedekt,"2.2673","0",,,
"POINT (91717.093057 434381.520829)","574",A_DAK,,Plat afgedekt,"2.3232","0",,,
"POINT (91571.491588 434384.58253)","574",A_BELHUIS_TOEGEST,,Seksinrichting,"4.5090","0",,,
"POINT (94596.42086 434384.673999)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91549.246189 434386.806163)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91648.525875 434390.880645)","574",A_DAK,,Plat afgedekt,"2.2513","0",,,
"POINT (91794.309871 434392.247813)","574",A_DAK,,Plat afgedekt,"0.7841","0",,,
"POINT (91629.772469 434393.241243)","574",A_GEB_PARKEERVOORZIENING,P.1,,"5.3928","0",,,
"POINT (91696.967489 434397.783027)","574",A_DAK,,Plat afgedekt,"0.7701","0",,,
"POINT (91897.094034 434399.430651)","574",A_DAK,,Plat afgedekt,"5.5743","0",,,
"POINT (91572.340934 434403.826251)","574",A_BELHUIS_TOEGEST,,Horeca,"4.5090","0",,,
"POINT (91766.843677 434407.706233)","574",A_DAK,,Plat afgedekt,"0.7858","0",,,
"POINT (91615.200957 434407.924197)","574",A_DAK,,Plat afgedekt,"0.6947","0",,,
"POINT (91709.457503 434409.777451)","574",A_DAK,,Plat afgedekt,"0.7701","0",,,
"POINT (91609.373381 434414.781613)","574",A_HORECA_TOEGEST,,Horeca,"4.8438","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91618.700678 434417.447213)","574",A_HORECA_TOEGEST,,Horeca,"4.8438","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94601.585596 434420.126295)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91681.093532 434425.426201)","574",A_DAK,,Plat afgedekt,"2.2838","0",,,
"POINT (94602.493265 434425.623317)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91704.443747 434425.646948)","574",A_DAK,,Plat afgedekt,"0.7701","0",,,
"POINT (94603.383392 434431.143534)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91858.555995 434432.69637)","574",A_DAK,,Plat afgedekt,"5.6444","0",,,
"POINT (91694.149884 434433.532163)","574",A_DAK,,Plat afgedekt,"2.2838","0",,,
"POINT (94604.317582 434436.638177)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91401.885381 434437.419477)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (91837.49051 434441.754609)","574",A_HORECA_TOEGEST,,Horeca,"4.5090","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91681.455033 434448.316997)","574",A_DAK,,Plat afgedekt,"0.1976","0",,,
"POINT (91704.462576 434453.790777)","574",A_GEB_PARKEERVOORZIENING,P,,"3.3426","0",,,
"POINT (91358.320264 434455.858506)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (91439.32816 434459.605441)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (91790.925531 434461.500879)","574",A_DAK,,Plat afgedekt,"6.0960","0",,,
"POINT (94608.182154 434463.391854)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (95730.388 434480.166)","537",A_STRAATNAAM_KOPIE,KLAVERENSTRAAT,,"1.2525","0",,,
"POINT (94628.049017 434480.516621)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91478.746023 434480.649521)","574",A_DAK,,Plat afgedekt,"1.9924","0",,,
"POINT (95687.97 434481.781)","537",A_STRAATNAAM_KOPIE,ERNST HAPPELSTRAAT,,"5.9207","0",,,
"POINT (94669.772038 434484.013759)","632",A_BELHUIS_TOEGEST,,Belhuis,"4.4340","0",,,
"POINT (95726.162 434485.836)","537",A_STRAATNAAM_KOPIE,BEP VAN,,"1.2525","0",,,
"POINT (91426.159757 434490.282308)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (94634.404709 434492.094391)","632",A_BELHUIS_TOEGEST,,Belhuis,"1.2972","0",,,
"POINT (91512.465069 434493.012114)","574",A_DAK,,Plat afgedekt,"1.9924","0",,,
"POINT (91309.47626 434494.558484)","574",A_DAK,,Plat afgedekt,"1.5255","0",,,
"POINT (91372.898347 434505.254525)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (91551.090326 434510.042217)","574",A_DAK,,Plat afgedekt,"1.9924","0",,,
"POINT (91411.22298 434522.480144)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (91584.095742 434524.170895)","574",A_DAK,,Plat afgedekt,"1.9924","0",,,
"POINT (94610.400406 434524.748747)","632",A_GEB_PARKEERVOORZIENING, P,,"1.4184","0",,,
"POINT (95641.141 434525.907)","537",A_STRAATNAAM_KOPIE,PUCK,,"1.2927","0",,,
"POINT (91359.138784 434538.46839)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (91312.79101 434546.562359)","574",A_DAK,,Plat afgedekt,"1.5255","0",,,
"POINT (94317.92697 434552.08912)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (95532.069 434554.853)","537",A_STRAATNAAM_KOPIE,WEBERSTRAAT,,"1.2088","0",,,
"POINT (91670.817188 434555.834062)","574",A_DAK,,Plat afgedekt,"1.5775","0",,,
"POINT (91397.213476 434556.850143)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (95122.977 434559.088)","537",A_CONTOUR_LPG,80m,,"0.9002","0",,,
"POINT (94305.813911 434563.494958)","632",A_BEDRIJF_TOEGEST,,Bedrijf,"0.8163","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (91703.539323 434563.537795)","574",A_DAK,,Plat afgedekt,"0.3326","0",,,
"POINT (95528.923 434563.994)","537",A_STRAATNAAM_KOPIE,JOHAN,,"1.2095","0",,,
"POINT (94443.234274 434567.428246)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94501.555843 434567.830184)","632",A_BELHUIS_TOEGEST,,Belhuis,"3.8354","0",,,
"POINT (95676.938 434570.546)","537",A_STRAATNAAM_KOPIE,COR KIEBOOMPLEIN,,"5.9212","0",,,
"POINT (91740.942473 434571.935829)","574",A_DAK,,Plat afgedekt,"1.9814","0",,,
"POINT (94451.304646 434574.576384)","632",A_BEBOUWINGSGRENS,,Winkel,"3.8672","0",,,
"POINT (95656.27 434574.618)","537",A_STRAATNAAM_KOPIE,VAN,,"1.2927","0",,,
"POINT (95194.187384 434578.404329)","632",A_LPG_TANK,,LPG_Tank,"5.2218","66",LPG_Tank,brandstof,A_LPG_TANK
"POINT (95862.525 434581.404)","537",A_STRAATNAAM_KOPIE,SIEM HEIDENSTRAAT,,"1.4686","0",,,
"POINT (91746.145011 434581.478188)","574",A_DAK,,Plat afgedekt,"1.9404","0",,,
"POINT (91384.156738 434588.262179)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (94529.33979 434592.747952)","632",A_BEBOUWINGSGRENS,,Winkel,"0.7153","0",,,
"POINT (95430.288 434593.15)","537",A_STRAATNAAM_KOPIE,HEESAKKERSTR.,,"1.2090","0",,,
"POINT (94613.568637 434598.579915)","632",A_GEB_PARKEERVOORZIENING, P,,"1.4184","0",,,
"POINT (91733.031544 434600.5135)","574",A_DAK,,Plat afgedekt,"1.9404","0",,,
"POINT (95427.142 434603.602)","537",A_STRAATNAAM_KOPIE,BERT,,"1.2090","0",,,
"POINT (94489.316098 434606.536837)","632",A_BEBOUWINGSGRENS,,Winkel,"3.8672","0",,,
"POINT (91724.053702 434618.854241)","574",A_DAK,,Plat afgedekt,"1.9408","0",,,
"POINT (95356.384 434619.23)","537",A_STRAATNAAM_KOPIE,DOMBISTRAAT,,"1.2088","0",,,
"POINT (91316.136095 434620.626964)","574",A_DAK,,Plat afgedekt,"1.5255","0",,,
"POINT (91732.263156 434621.97074)","574",A_DAK,,Plat afgedekt,"1.9408","0",,,
"POINT (91366.950032 434623.705766)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (94510.032682 434625.257392)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (95352.019 434626.898)","537",A_STRAATNAAM_KOPIE,RICHARD,,"1.2088","0",,,
"POINT (94514.097589 434628.597137)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91677.80274 434629.238268)","574",A_DAK,,Plat afgedekt,"0.3785","0",,,
"POINT (91650.680697 434635.837224)","574",A_DAK,,Plat afgedekt,"2.1951","0",,,
"POINT (94525.796344 434637.640298)","632",A_BEBOUWINGSGRENS,,Winkel,"3.8672","0",,,
"POINT (95673.316 434637.805)","537",A_STRAATNAAM_KOPIE,HEELSTRAAT,,"1.2927","0",,,
"POINT (94529.55199 434640.972221)","632",A_BEBOUWINGSGRENS,,Winkel,"3.8672","0",,,
"POINT (91724.585967 434642.059905)","574",A_DAK,,Plat afgedekt,"1.9391","0",,,
"POINT (94706.290602 434644.355846)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94535.166651 434645.953419)","632",A_BEBOUWINGSGRENS,,Winkel,"3.8672","0",,,
"POINT (94309.588463 434648.25404)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91712.026113 434649.288235)","574",A_DAK,,Plat afgedekt,"1.9408","0",,,
"POINT (94622.912648 434654.344475)","632",A_GEB_PARKEERVOORZIENING,P,,"1.4184","0",,,
"POINT (95594.762 434654.394)","537",A_STRAATNAAM_KOPIE,KEES PIJLSTRAAT,,"1.1245","0",,,
"POINT (91654.417261 434656.393969)","574",A_DAK,,Plat afgedekt,"0.8923","0",,,
"POINT (95517.631 434659.875)","537",A_STRAATNAAM_KOPIE,ADRIAAN KONINGSSTRAAT,,"1.0413","0",,,
"POINT (94552.601047 434660.734679)","632",A_BEBOUWINGSGRENS,,Winkel,"3.8672","0",,,
"POINT (94555.826374 434664.259734)","632",A_BELHUIS_TOEGEST,,Belhuis,"0.6941","0",,,
"POINT (95359.164 434665.577)","537",A_STRAATNAAM_KOPIE,COR KIEBOOMPLEIN,,"5.9212","0",,,
"POINT (94199.513219 434667.460137)","632",A_BEBOUWINGSGRENS,,Kantoor,"0.0000","0",,,
"POINT (94562.110464 434669.2658)","632",A_BEBOUWINGSGRENS,,Winkel,"3.8672","0",,,
"POINT (95238.619 434670.067)","537",A_STRAATNAAM_KOPIE,BURGERHOUTSTRAAT,,"1.2243","0",,,
"POINT (94667.172627 434672.047855)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (95706.774348 434675.811962)","537",A_HORECA_TOEGEST,,Horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94545.585135 434679.506239)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91685.887943 434680.634086)","574",A_DAK,,Plat afgedekt,"2.3977","0",,,
"POINT (94724.285791 434686.311667)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94729.06651 434686.370303)","632",A_BELHUIS_TOEGEST,,Belhuis,"3.2780","0",,,
"POINT (95670.304348 434689.516962)","537",A_HORECA_TOEGEST,,Horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (95455.413 434693.252)","537",A_STRAATNAAM_KOPIE,JAN PETTERSONSTRAAT,,"0.9576","0",,,
"POINT (91681.488316 434694.19871)","574",A_DAK,,Plat afgedekt,"2.4043","0",,,
"POINT (94804.082795 434695.664194)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91805.382293 434696.326012)","574",A_DAK,,Plat afgedekt,"1.5562","0",,,
"POINT (94825.959015 434698.144653)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91665.04803 434699.272136)","574",A_DAK,,Plat afgedekt,"2.4233","0",,,
"POINT (91584.436643 434703.649443)","574",A_DAK,,Plat afgedekt,"2.3683","0",,,
"POINT (91601.21618 434704.198094)","574",A_DAK,,Plat afgedekt,"0.8571","0",,,
"POINT (91318.674163 434705.519421)","574",A_DAK,,Plat afgedekt,"1.5255","0",,,
"POINT (94565.047211 434708.277589)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (95574.778 434714.458)","537",A_STRAATNAAM_KOPIE,PIET SMITKADE,,"5.9214","0",,,
"POINT (91657.789168 434716.482553)","574",A_DAK,,Plat afgedekt,"2.4770","0",,,
"POINT (91642.907696 434718.919126)","574",A_DAK,,Plat afgedekt,"2.4042","0",,,
"POINT (95388.651 434720.902)","537",A_STRAATNAAM_KOPIE,BAS PAAUWESTRAAT,,"0.8742","0",,,
"POINT (94619.326856 434725.140172)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91636.111118 434731.087706)","574",A_DAK,,Plat afgedekt,"2.4461","0",,,
"POINT (94645.659469 434732.496919)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94612.850024 434734.253176)","632",A_BELHUIS_TOEGEST,,Belhuis,"2.1099","0",,,
"POINT (91622.426185 434736.324777)","574",A_DAK,,Plat afgedekt,"2.4226","0",,,
"POINT (94704.59542 434736.678142)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94652.83387 434738.612455)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94610.627309 434739.229945)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (91384.048541 434745.923643)","574",A_DAK,,Plat afgedekt,"1.9777","0",,,
"POINT (94355.609264 434746.797511)","632",A_GEB_PARKEERVOORZIENING, P,,"0.1148","0",,,
"POINT (94702.301309 434747.347275)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (95146.176503 434749.735321)","537",A_VERK_MOTORBRANDSTOF,,Motorbrandstof,"0.0000","0",,,
"POINT (91546.760647 434750.233376)","574",A_BELHUIS_TOEGEST,,Horeca,"1.3674","0",,,
"POINT (95320.326 434751.264)","537",A_STRAATNAAM_KOPIE,BERTUS BULSTRAAT,,"0.7899","0",,,
"POINT (91554.138535 434757.587787)","574",A_GEB_PARKEERVOORZIENING,P.1,,"4.5090","0",,,
"POINT (94600.163653 434758.101698)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94620.56411 434776.015182)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94695.621309 434778.417275)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94617.737324 434780.399917)","632",A_BEBOUWINGSGRENS,,Seksinrichting,"5.2217","0",,,
"POINT (95249.302 434781.074)","537",A_STRAATNAAM_KOPIE,ADRI VAN MALESTRAAT,,"0.7061","0",,,
"POINT (94651.582259 434786.325851)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (95176.715 434812.743)","537",A_STRAATNAAM_KOPIE,JAN LINSSENSTRAAT,,"0.6224","0",,,
"POINT (94687.813312 434815.357484)","632",A_BELHUIS_TOEGEST,,Belhuis,"4.9014","0",,,
"POINT (94644.756863 434818.40312)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94641.094563 434834.188875)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94584.823802 434843.874142)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94589.14416 434847.427055)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94597.107867 434852.833092)","632",A_BELHUIS_TOEGEST,,Belhuis,"3.7039","0",,,
"POINT (94605.589298 434858.381766)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94613.349237 434862.735443)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94763.844866 434869.453689)","632",A_GEB_PARKEERVOORZIENING,  P,,"0.0000","0",,,
"POINT (94634.104446 434869.496267)","632",A_BEBOUWINGSGRENS,,Horeca,"0.0000","0",,,
"POINT (94804.679117 434880.895143)","632",A_GEB_PARKEERVOORZIENING,  P,,"0.0000","0",,,
"POINT (92780.497088 435000.376249)","569",A_HORECA_TOEGEST,,Horeca,"1.4906","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (92558.08988 435002.376683)","569",A_HORECA_TOEGEST,,Horeca,"4.6996","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (92637.596381 435004.411612)","569",A_GEB_PARKEERVOORZIENING,P,,"0.0000","0",,,
